BUILDING,ROAD,TOWN,X_COR,Y_COR,POSTCODE,USE
23,CIRCULAR ROAD,CASTLEROCK,277583,435840,BT51 4XA,RESIDENTIAL
77,DUNBOE ROAD,COLERAINE,277586,432450,BT51 4JR,RESIDENTIAL
24,CIRCULAR ROAD,CASTLEROCK,277587,435884,BT51 4XA,RESIDENTIAL
156,MUSSENDEN ROAD,CASTLEROCK,277588,434658,BT51 4TX,RESIDENTIAL
42,LIFFOCK AVENUE,CASTLEROCK,277589,435433,BT51 4DF,RESIDENTIAL
18,LIFFOCK AVENUE,CASTLEROCK,277592,435469,BT51 4DF,RESIDENTIAL
25,LIFFOCK PARK,CASTLEROCK,277592,435497,BT51 4DG,RESIDENTIAL
32,LIFFOCK AVENUE,CASTLEROCK,277597,435369,BT51 4DF,RESIDENTIAL
25,CIRCULAR ROAD,CASTLEROCK,277600,435828,BT51 4XA,RESIDENTIAL
24,LIFFOCK PARK,CASTLEROCK,277601,435607,BT51 4DG,RESIDENTIAL
58,SCONCE ROAD,ARTICLAVE,277605,432086,BT51 4JT,RESIDENTIAL
26,CIRCULAR ROAD,CASTLEROCK,277605,435868,BT51 4XA,RESIDENTIAL
27,LIFFOCK PARK,CASTLEROCK,277606,435489,BT51 4DG,RESIDENTIAL
30,LIFFOCK AVENUE,CASTLEROCK,277607,435387,BT51 4DF,RESIDENTIAL
20,LIFFOCK AVENUE,CASTLEROCK,277608,435459,BT51 4DF,RESIDENTIAL
26,LIFFOCK PARK,CASTLEROCK,277608,435620,BT51 4DG,RESIDENTIAL
28,LIFFOCK AVENUE,CASTLEROCK,277614,435404,BT51 4DF,RESIDENTIAL
41,LIFFOCK PARK,CASTLEROCK,277618,435522,BT51 4DG,RESIDENTIAL
29,LIFFOCK PARK,CASTLEROCK,277619,435481,BT51 4DG,RESIDENTIAL
28,LIFFOCK PARK,CASTLEROCK,277619,435639,BT51 4DG,RESIDENTIAL
27,CIRCULAR ROAD,CASTLEROCK,277619,435815,BT51 4XA,RESIDENTIAL
26,LIFFOCK AVENUE,CASTLEROCK,277621,435415,BT51 4DF,RESIDENTIAL
28,CIRCULAR ROAD,CASTLEROCK,277621,435858,BT51 4XA,RESIDENTIAL
175,MUSSENDEN ROAD,ARTICLAVE,277622,434339,BT51 4TX,RESIDENTIAL
22,LIFFOCK AVENUE,CASTLEROCK,277623,435451,BT51 4DF,RESIDENTIAL
92,LIFFOCK PARK,CASTLEROCK,277623,435571,BT51 4DG,RESIDENTIAL
24,LIFFOCK AVENUE,CASTLEROCK,277627,435436,BT51 4DF,RESIDENTIAL
90,LIFFOCK PARK,CASTLEROCK,277631,435586,BT51 4DG,RESIDENTIAL
31,LIFFOCK PARK,CASTLEROCK,277632,435470,BT51 4DG,RESIDENTIAL
39,LIFFOCK PARK,CASTLEROCK,277633,435513,BT51 4DG,RESIDENTIAL
29,CIRCULAR ROAD,CASTLEROCK,277636,435803,BT51 4XA,RESIDENTIAL
88,LIFFOCK PARK,CASTLEROCK,277639,435599,BT51 4DG,RESIDENTIAL
74,LIFFOCK PARK,CASTLEROCK,277640,435540,BT51 4DG,RESIDENTIAL
30,LIFFOCK PARK,CASTLEROCK,277640,435640,BT51 4DG,RESIDENTIAL
30,CIRCULAR ROAD,CASTLEROCK,277641,435843,BT51 4XA,RESIDENTIAL
47,SCONCE ROAD,ARTICLAVE,277645,432513,BT51 4JT,COMMERCIAL
47,SCONCE ROAD,ARTICLAVE,277645,432513,BT51 4JT,COMMERCIAL
45,SCONCE ROAD,ARTICLAVE,277646,432536,BT51 4JT,RESIDENTIAL
72,LIFFOCK PARK,CASTLEROCK,277646,435537,BT51 4DG,RESIDENTIAL
37,LIFFOCK PARK,CASTLEROCK,277649,435510,BT51 4DG,RESIDENTIAL
70,LIFFOCK PARK,CASTLEROCK,277651,435534,BT51 4DG,RESIDENTIAL
33,LIFFOCK PARK,CASTLEROCK,277653,435475,BT51 4DG,RESIDENTIAL
32,LIFFOCK PARK,CASTLEROCK,277654,435630,BT51 4DG,RESIDENTIAL
31,CIRCULAR ROAD,CASTLEROCK,277655,435793,BT51 4XA,RESIDENTIAL
46,SCONCE ROAD,ARTICLAVE,277656,432473,BT51 4JT,RESIDENTIAL
82,LIFFOCK PARK,CASTLEROCK,277661,435573,BT51 4DG,RESIDENTIAL
35,LIFFOCK PARK,CASTLEROCK,277662,435492,BT51 4DG,RESIDENTIAL
68,LIFFOCK PARK,CASTLEROCK,277662,435528,BT51 4DG,RESIDENTIAL
32,CIRCULAR ROAD,CASTLEROCK,277663,435842,BT51 4XA,MIXED
84,LIFFOCK PARK,CASTLEROCK,277665,435578,BT51 4DG,RESIDENTIAL
34,LIFFOCK PARK,CASTLEROCK,277665,435618,BT51 4DG,RESIDENTIAL
80,DUNBOE ROAD,COLERAINE,277667,432400,BT51 4JS,RESIDENTIAL
66,LIFFOCK PARK,CASTLEROCK,277668,435525,BT51 4DG,RESIDENTIAL
86,LIFFOCK PARK,CASTLEROCK,277668,435584,BT51 4DG,RESIDENTIAL
64,LIFFOCK PARK,CASTLEROCK,277673,435522,BT51 4DG,RESIDENTIAL
34,CIRCULAR ROAD,CASTLEROCK,277675,435823,BT51 4XA,RESIDENTIAL
36,LIFFOCK PARK,CASTLEROCK,277676,435611,BT51 4DG,RESIDENTIAL
33,CIRCULAR ROAD,CASTLEROCK,277679,435787,BT51 4XA,RESIDENTIAL
43,SCONCE ROAD,ARTICLAVE,277681,432579,BT51 4JT,RESIDENTIAL
38,LIFFOCK PARK,CASTLEROCK,277681,435607,BT51 4DG,RESIDENTIAL
62,LIFFOCK PARK,CASTLEROCK,277684,435531,BT51 4DG,UNKNOWN
40,LIFFOCK PARK,CASTLEROCK,277686,435603,BT51 4DG,RESIDENTIAL
60,LIFFOCK PARK,CASTLEROCK,277688,435537,BT51 4DG,RESIDENTIAL
41,SCONCE ROAD,ARTICLAVE,277691,432597,BT51 4JT,RESIDENTIAL
42,LIFFOCK PARK,CASTLEROCK,277691,435598,BT51 4DG,RESIDENTIAL
36,CIRCULAR ROAD,CASTLEROCK,277691,435819,BT51 4XA,RESIDENTIAL
58,LIFFOCK PARK,CASTLEROCK,277692,435542,BT51 4DG,RESIDENTIAL
56,LIFFOCK PARK,CASTLEROCK,277700,435551,BT51 4DG,RESIDENTIAL
54,LIFFOCK PARK,CASTLEROCK,277704,435556,BT51 4DG,RESIDENTIAL
44,LIFFOCK PARK,CASTLEROCK,277704,435588,BT51 4DG,RESIDENTIAL
35,CIRCULAR ROAD,CASTLEROCK,277705,435776,BT51 4XA,RESIDENTIAL
52,LIFFOCK PARK,CASTLEROCK,277708,435561,BT51 4DG,RESIDENTIAL
1,ISLAY COURT,CASTLEROCK,277708,435944,BT51 4PZ,UNKNOWN
46,LIFFOCK PARK,CASTLEROCK,277709,435584,BT51 4DG,RESIDENTIAL
38,CIRCULAR ROAD,CASTLEROCK,277709,435809,BT51 4XA,RESIDENTIAL
48,LIFFOCK PARK,CASTLEROCK,277714,435580,BT51 4DG,RESIDENTIAL
50,LIFFOCK PARK,CASTLEROCK,277718,435576,BT51 4DG,RESIDENTIAL
37,CIRCULAR ROAD,CASTLEROCK,277719,435772,BT51 4XA,RESIDENTIAL
171,MUSSENDEN ROAD,ARTICLAVE,277727,434481,BT51 4TX,RESIDENTIAL
40,CIRCULAR ROAD,CASTLEROCK,277738,435806,BT51 4XA,RESIDENTIAL
15,BALLYWOOLEN ROAD,CASTLEROCK,277744,434751,BT51 4TZ,RESIDENTIAL
39,CIRCULAR ROAD,CASTLEROCK,277747,435758,BT51 4XA,RESIDENTIAL
54,CIRCULAR ROAD,CASTLEROCK,277750,435922,BT51 4XA,RESIDENTIAL
37,SCONCE ROAD,ARTICLAVE,277751,432680,BT51 4JT,RESIDENTIAL
17,BALLYWOOLEN ROAD,CASTLEROCK,277752,434752,BT51 4TZ,RESIDENTIAL
42,CIRCULAR ROAD,CASTLEROCK,277755,435819,BT51 4XA,RESIDENTIAL
14,EXORNA LANE,ARTICLAVE,277766,434607,BT51 4UA,RESIDENTIAL
30,SPRINGVALE LANE,CASTLEROCK,277769,435344,BT51 4XB,RESIDENTIAL
46,CIRCULAR ROAD,CASTLEROCK,277782,435818,BT51 4XA,RESIDENTIAL
48,CIRCULAR ROAD,CASTLEROCK,277794,435865,BT51 4XA,RESIDENTIAL
42,SCONCE ROAD,ARTICLAVE,277796,432588,BT51 4JT,RESIDENTIAL
12,EXORNA LANE,ARTICLAVE,277797,434608,BT51 4UA,RESIDENTIAL
20,EXORNA PARK,ARTICLAVE,277801,434099,BT51 4UX,RESIDENTIAL
40,SCONCE ROAD,ARTICLAVE,277802,432633,BT51 4JT,RESIDENTIAL
16,EXORNA LANE,ARTICLAVE,277804,434659,BT51 4UA,RESIDENTIAL
34,SCONCE ROAD,ARTICLAVE,277806,432703,BT51 4JT,RESIDENTIAL
36,SCONCE ROAD,ARTICLAVE,277812,432680,BT51 4JT,RESIDENTIAL
11,EXORNA PARK,ARTICLAVE,277831,434178,BT51 4UX,RESIDENTIAL
16,EXORNA PARK,ARTICLAVE,277843,434132,BT51 4UX,RESIDENTIAL
9,EXORNA PARK,ARTICLAVE,277844,434197,BT51 4UX,RESIDENTIAL
185,MUSSENDEN ROAD,ARTICLAVE,277852,434351,BT51 4TY,RESIDENTIAL
30,SCONCE ROAD,ARTICLAVE,277854,432658,BT51 4JT,RESIDENTIAL
189,MUSSENDEN ROAD,ARTICLAVE,277856,434332,BT51 4TY,RESIDENTIAL
14,EXORNA PARK,ARTICLAVE,277858,434150,BT51 4UX,RESIDENTIAL
7,EXORNA PARK,ARTICLAVE,277860,434210,BT51 4UX,RESIDENTIAL
12,EXORNA PARK,ARTICLAVE,277873,434167,BT51 4UX,RESIDENTIAL
29,SPRINGVALE LANE,CASTLEROCK,277873,435246,BT51 4XB,RESIDENTIAL
5,EXORNA PARK,ARTICLAVE,277874,434222,BT51 4UX,RESIDENTIAL
191,MUSSENDEN ROAD,ARTICLAVE,277883,434321,BT51 4TY,RESIDENTIAL
23,BALLYWOOLEN ROAD,CASTLEROCK,277886,434807,BT51 4XF,RESIDENTIAL
10,EXORNA PARK,ARTICLAVE,277888,434181,BT51 4UX,RESIDENTIAL
3,EXORNA PARK,ARTICLAVE,277895,434233,BT51 4UX,RESIDENTIAL
0,MUSSENDEN ROAD,CASTLEROCK,277896,434311,BT51 4TY,UNKNOWN
193,MUSSENDEN ROAD,ARTICLAVE,277899,434296,BT51 4TY,RESIDENTIAL
8,EXORNA PARK,ARTICLAVE,277903,434192,BT51 4UX,RESIDENTIAL
9,FAIRVIEW LANE,ARTICLAVE,277905,433633,BT51 4JX,RESIDENTIAL
12,FAIRVIEW LANE,ARTICLAVE,277909,433409,BT51 4JX,RESIDENTIAL
1,EXORNA PARK,ARTICLAVE,277911,434244,BT51 4UX,RESIDENTIAL
6,EXORNA PARK,ARTICLAVE,277915,434203,BT51 4UX,RESIDENTIAL
201,MUSSENDEN ROAD,ARTICLAVE,277922,434258,BT51 4TY,RESIDENTIAL
22,BOGTOWN TERRACE,CASTLEROCK,277922,434816,BT51 4XE,RESIDENTIAL
21,BOGTOWN TERRACE,CASTLEROCK,277929,434819,BT51 4XE,RESIDENTIAL
4,EXORNA PARK,ARTICLAVE,277931,434218,BT51 4UX,RESIDENTIAL
32,SCONCE ROAD,ARTICLAVE,277947,432447,BT51 4JT,COMMERCIAL
2,EXORNA PARK,ARTICLAVE,277948,434229,BT51 4UX,RESIDENTIAL
20,BOGTOWN TERRACE,CASTLEROCK,277956,434825,BT51 4XE,RESIDENTIAL
10,FAIRVIEW LANE,ARTICLAVE,277959,433469,BT51 4JX,RESIDENTIAL
19,BOGTOWN TERRACE,CASTLEROCK,277963,434824,BT51 4XE,RESIDENTIAL
227,MUSSENDEN ROAD,ARTICLAVE,277974,434197,BT51 4TY,RESIDENTIAL
18,BOGTOWN TERRACE,CASTLEROCK,277985,434830,BT51 4XE,RESIDENTIAL
18,BOGTOWN TERRACE,CASTLEROCK,277985,434830,BT51 4XE,RESIDENTIAL
229,MUSSENDEN ROAD,ARTICLAVE,277989,434180,BT51 4TY,RESIDENTIAL
17,BOGTOWN TERRACE,CASTLEROCK,277990,434832,BT51 4XE,RESIDENTIAL
7,DUNBOE COURT,ARTICLAVE,277999,433923,BT51 4XP,RESIDENTIAL
0,MUSSENDEN ROAD,ARTICLAVE,278006,434165,BT51 4TY,RESIDENTIAL
93,DUNBOE ROAD,COLERAINE,278004,431539,BT51 4JS,RESIDENTIAL
9,DUNBOE COURT,ARTICLAVE,278007,433911,BT51 4XP,RESIDENTIAL
16,BOGTOWN TERRACE,CASTLEROCK,278010,434845,BT51 4XE,RESIDENTIAL
5,DUNBOE GARDENS,ARTICLAVE,278103,434013,BT51 4XN,RESIDENTIAL
15,BOGTOWN TERRACE,CASTLEROCK,278018,434845,BT51 4XE,RESIDENTIAL
10,DUNBOE COURT,ARTICLAVE,278022,433903,BT51 4XP,RESIDENTIAL
3,DUNBOE COURT,ARTICLAVE,278023,433943,BT51 4XP,RESIDENTIAL
0,MUSSENDEN ROAD,ARTICLAVE,278027,434143,BT51 4TY,COMMERCIAL
8,DUNBOE COURT,ARTICLAVE,278027,433889,BT51 4XP,RESIDENTIAL
7,MUSSENDEN GRANGE,ARTICLAVE,278027,434074,BT51 4US,RESIDENTIAL
1,DUNBOE COURT,ARTICLAVE,278033,433953,BT51 4XP,RESIDENTIAL
16,MUSSENDEN GRANGE,ARTICLAVE,278035,434042,BT51 4US,RESIDENTIAL
6,DUNBOE COURT,ARTICLAVE,278041,433875,BT51 4XP,RESIDENTIAL
14,MUSSENDEN GRANGE,ARTICLAVE,278041,434030,BT51 4US,RESIDENTIAL
5,MUSSENDEN GRANGE,ARTICLAVE,278044,434084,BT51 4US,RESIDENTIAL
17,DUNBOE GARDENS,ARTICLAVE,278045,433961,BT51 4XN,RESIDENTIAL
231,MUSSENDEN ROAD,ARTICLAVE,278045,434136,BT51 4TY,RESIDENTIAL
14,BOGTOWN TERRACE,CASTLEROCK,278048,434855,BT51 4XE,RESIDENTIAL
15,DUNBOE GARDENS,ARTICLAVE,278050,433968,BT51 4XN,RESIDENTIAL
4,DUNBOE COURT,ARTICLAVE,278052,433893,BT51 4XP,RESIDENTIAL
12,MUSSENDEN GRANGE,ARTICLAVE,278052,434021,BT51 4US,RESIDENTIAL
2,DUNBOE COURT,ARTICLAVE,278054,433918,BT51 4XP,RESIDENTIAL
13,BOGTOWN TERRACE,CASTLEROCK,278055,434855,BT51 4XE,RESIDENTIAL
19,DUNBOE GARDENS,ARTICLAVE,278061,433914,BT51 4XN,RESIDENTIAL
13,DUNBOE GARDENS,ARTICLAVE,278061,433979,BT51 4XN,RESIDENTIAL
0,BOGTOWN TERRACE,CASTLEROCK,278062,434778,BTXX XXX,UNKNOWN
10,MUSSENDEN GRANGE,ARTICLAVE,278066,434029,BT51 4US,RESIDENTIAL
11,DUNBOE GARDENS,ARTICLAVE,278074,433993,BT51 4XN,RESIDENTIAL
4,MUSSENDEN GRANGE,ARTICLAVE,278075,434064,BT51 4US,RESIDENTIAL
21,DUNBOE GARDENS,ARTICLAVE,278076,433897,BT51 4XN,RESIDENTIAL
9,DUNBOE GARDENS,ARTICLAVE,278080,433998,BT51 4XN,RESIDENTIAL
8,MUSSENDEN GRANGE,ARTICLAVE,278080,434038,BT51 4US,RESIDENTIAL
42,DUNBOE GARDENS,ARTICLAVE,278087,433946,BT51 4XN,RESIDENTIAL
6,MUSSENDEN GRANGE,ARTICLAVE,278088,434053,BT51 4US,RESIDENTIAL
44,DUNBOE GARDENS,ARTICLAVE,278093,433932,BT51 4XN,RESIDENTIAL
0,MUSSENDEN ROAD,ARTICLAVE,278093,434155,BT51 4TY,UNKNOWN
7,DUNBOE GARDENS,ARTICLAVE,278095,434009,BT51 4XN,RESIDENTIAL
232,MUSSENDEN ROAD,ARTICLAVE,278097,434131,BT51 4TY,COMMERCIAL
40,DUNBOE GARDENS,ARTICLAVE,278105,433963,BT51 4XN,RESIDENTIAL
46,DUNBOE GARDENS,ARTICLAVE,278107,433921,BT51 4XN,RESIDENTIAL
38,DUNBOE GARDENS,ARTICLAVE,278111,433969,BT51 4XN,RESIDENTIAL
0,DUNBOE GARDENS,ARTICLAVE,278112,434026,BT51 4XN,RESIDENTIAL
23,DUNBOE GARDENS,ARTICLAVE,278113,433862,BT51 4XN,RESIDENTIAL
3,DUNBOE GARDENS,ARTICLAVE,278117,434030,BT51 4XN,RESIDENTIAL
48,DUNBOE GARDENS,ARTICLAVE,278120,433908,BT51 4XN,RESIDENTIAL
50,DUNBOE GARDENS,ARTICLAVE,278124,433904,BT51 4XN,RESIDENTIAL
35,DUNBOE GARDENS,ARTICLAVE,278125,433812,BT51 4XN,RESIDENTIAL
37,DUNBOE GARDENS,ARTICLAVE,278126,433794,BT51 4XN,RESIDENTIAL
36,DUNBOE GARDENS,ARTICLAVE,278127,433982,BT51 4XN,RESIDENTIAL
39,DUNBOE GARDENS,ARTICLAVE,278128,433788,BT51 4XN,RESIDENTIAL
33,DUNBOE GARDENS,ARTICLAVE,278128,433818,BT51 4XN,RESIDENTIAL
1,DUNBOE GARDENS,ARTICLAVE,278129,434041,BT51 4XN,RESIDENTIAL
25,DUNBOE GARDENS,ARTICLAVE,278130,433849,BT51 4XN,RESIDENTIAL
236,MUSSENDEN ROAD,ARTICLAVE,278130,434121,BT51 4TY,RESIDENTIAL
52,DUNBOE GARDENS,ARTICLAVE,278133,433894,BT51 4XN,RESIDENTIAL
34,DUNBOE GARDENS,ARTICLAVE,278136,433982,BT51 4XN,RESIDENTIAL
41,DUNBOE GARDENS,ARTICLAVE,278140,433776,BT51 4XN,RESIDENTIAL
27,DUNBOE GARDENS,ARTICLAVE,278141,433841,BT51 4XN,RESIDENTIAL
30,DUNBOE GARDENS,ARTICLAVE,278141,433947,BT51 4XN,RESIDENTIAL
54,DUNBOE GARDENS,ARTICLAVE,278143,433884,BT51 4XN,RESIDENTIAL
32,DUNBOE GARDENS,ARTICLAVE,278145,433965,BT51 4XN,RESIDENTIAL
238,MUSSENDEN ROAD,ARTICLAVE,278145,434106,BT51 4TY,RESIDENTIAL
43,DUNBOE GARDENS,ARTICLAVE,278146,433774,BT51 4XN,RESIDENTIAL
28,DUNBOE GARDENS,ARTICLAVE,278146,433937,BT51 4XN,RESIDENTIAL
56,DUNBOE GARDENS,ARTICLAVE,278147,433880,BT51 4XN,RESIDENTIAL
21,SCONCE ROAD,ARTICLAVE,278149,433338,BT51 4JT,RESIDENTIAL
29,DUNBOE GARDENS,ARTICLAVE,278150,433829,BT51 4XN,RESIDENTIAL
31,DUNBOE GARDENS,ARTICLAVE,278153,433824,BT51 4XN,RESIDENTIAL
2,DUNBOE GARDENS,ARTICLAVE,278153,434016,BT51 4XN,RESIDENTIAL
26,DUNBOE GARDENS,ARTICLAVE,278156,433922,BT51 4XN,RESIDENTIAL
240,MUSSENDEN ROAD,ARTICLAVE,278157,434093,BT51 4TY,RESIDENTIAL
58,DUNBOE GARDENS,ARTICLAVE,278159,433871,BT51 4XN,RESIDENTIAL
24,DUNBOE GARDENS,ARTICLAVE,278161,433915,BT51 4XN,RESIDENTIAL
45,DUNBOE GARDENS,ARTICLAVE,278162,433785,BT51 4XN,RESIDENTIAL
60,DUNBOE GARDENS,ARTICLAVE,278163,433866,BT51 4XN,RESIDENTIAL
4,DUNBOE GARDENS,ARTICLAVE,278164,433997,BT51 4XN,RESIDENTIAL
47,DUNBOE GARDENS,ARTICLAVE,278168,433788,BT51 4XN,RESIDENTIAL
22,DUNBOE GARDENS,ARTICLAVE,278173,433901,BT51 4XN,RESIDENTIAL
62,DUNBOE GARDENS,ARTICLAVE,278174,433857,BT51 4XN,RESIDENTIAL
6,DUNBOE GARDENS,ARTICLAVE,278175,433977,BT51 4XN,RESIDENTIAL
64,DUNBOE GARDENS,ARTICLAVE,278179,433853,BT51 4XN,RESIDENTIAL
8,DUNBOE GARDENS,ARTICLAVE,278179,433961,BT51 4XN,RESIDENTIAL
49,DUNBOE GARDENS,ARTICLAVE,278180,433803,BT51 4XN,RESIDENTIAL
20,DUNBOE GARDENS,ARTICLAVE,278181,433896,BT51 4XN,RESIDENTIAL
10,DUNBOE GARDENS,ARTICLAVE,278181,433946,BT51 4XN,RESIDENTIAL
242,MUSSENDEN ROAD,ARTICLAVE,278185,434117,BT51 4TY,RESIDENTIAL
51,DUNBOE GARDENS,ARTICLAVE,278186,433804,BT51 4XN,RESIDENTIAL
66,DUNBOE GARDENS,ARTICLAVE,278187,433839,BT51 4XN,RESIDENTIAL
12,DUNBOE GARDENS,ARTICLAVE,278190,433933,BT51 4XN,RESIDENTIAL
68,DUNBOE GARDENS,ARTICLAVE,278193,433834,BT51 4XN,RESIDENTIAL
244,MUSSENDEN ROAD,ARTICLAVE,278193,434056,BT51 4TY,RESIDENTIAL
16,DUNBOE GARDENS,ARTICLAVE,278201,433904,BT51 4XN,RESIDENTIAL
14,DUNBOE GARDENS,ARTICLAVE,278202,433922,BT51 4XN,RESIDENTIAL
1,ST. PAULS ROAD,ARTICLAVE,278213,433944,BT51 4UN,UNKNOWN
2,MUSSENDEN GARDENS,ARTICLAVE,278222,434093,BT51 4UZ,RESIDENTIAL
4,MUSSENDEN GARDENS,ARTICLAVE,278230,434098,BT51 4UZ,RESIDENTIAL
10,MUSSENDEN GARDENS,ARTICLAVE,278234,434140,BT51 4UZ,RESIDENTIAL
12,MUSSENDEN GARDENS,ARTICLAVE,278239,434149,BT51 4UZ,RESIDENTIAL
2,ST. PAULS ROAD,ARTICLAVE,278240,434040,BT51 4UN,COMMERCIAL
15,ST. PAULS ROAD,ARTICLAVE,278241,433870,BT51 4UN,COMMERCIAL
8,MUSSENDEN GARDENS,ARTICLAVE,278241,434123,BT51 4UZ,RESIDENTIAL
3,ST. PAULS ROAD,ARTICLAVE,278247,433935,BT51 4UN,RESIDENTIAL
5,ST. PAULS ROAD,ARTICLAVE,278249,433920,BT51 4UN,RESIDENTIAL
6,MUSSENDEN GARDENS,ARTICLAVE,278250,434115,BT51 4UZ,RESIDENTIAL
5,FAIRVIEW LANE,ARTICLAVE,278251,433665,BT51 4JX,RESIDENTIAL
564,FAIRVIEW PARK,ARTICLAVE,278254,433819,BT51 4UJ,RESIDENTIAL
1,MUSSENDEN GARDENS,ARTICLAVE,278257,434071,BT51 4UZ,RESIDENTIAL
563,FAIRVIEW PARK,ARTICLAVE,278258,433815,BT51 4UJ,RESIDENTIAL
14,MUSSENDEN GARDENS,ARTICLAVE,278258,434153,BT51 4UZ,RESIDENTIAL
11,ST. PAULS ROAD,ARTICLAVE,278261,433892,BT51 4UN,RESIDENTIAL
562,FAIRVIEW PARK,ARTICLAVE,278263,433809,BT51 4UJ,RESIDENTIAL
3,MUSSENDEN GARDENS,ARTICLAVE,278264,434079,BT51 4UZ,RESIDENTIAL
7,ST. PAULS ROAD,ARTICLAVE,278266,433918,BT51 4UN,RESIDENTIAL
561,FAIRVIEW PARK,ARTICLAVE,278267,433805,BT51 4UJ,RESIDENTIAL
16,MUSSENDEN GARDENS,ARTICLAVE,278267,434148,BT51 4UZ,RESIDENTIAL
565,FAIRVIEW PARK,ARTICLAVE,278272,433839,BT51 4UJ,RESIDENTIAL
5,MUSSENDEN GARDENS,ARTICLAVE,278275,434091,BT51 4UZ,RESIDENTIAL
566,FAIRVIEW PARK,ARTICLAVE,278276,433836,BT51 4UJ,RESIDENTIAL
18,MUSSENDEN GARDENS,ARTICLAVE,278278,434131,BT51 4UZ,RESIDENTIAL
4,ST. PAULS ROAD,ARTICLAVE,278279,433954,BT51 4UN,RESIDENTIAL
30,MUSSENDEN GARDENS,ARTICLAVE,278279,434170,BT51 4UZ,RESIDENTIAL
7,MUSSENDEN GARDENS,ARTICLAVE,278282,434099,BT51 4UZ,RESIDENTIAL
20,MUSSENDEN GARDENS,ARTICLAVE,278284,434140,BT51 4UZ,RESIDENTIAL
28,MUSSENDEN GARDENS,ARTICLAVE,278285,434167,BT51 4UZ,RESIDENTIAL
560,FAIRVIEW PARK,ARTICLAVE,278287,433791,BT51 4UJ,RESIDENTIAL
6,ST. PAULS ROAD,ARTICLAVE,278290,433938,BT51 4UN,RESIDENTIAL
559,FAIRVIEW PARK,ARTICLAVE,278291,433794,BT51 4UJ,RESIDENTIAL
26,MUSSENDEN GARDENS,ARTICLAVE,278291,434163,BT51 4UZ,RESIDENTIAL
567,FAIRVIEW PARK,ARTICLAVE,278294,433829,BT51 4UJ,RESIDENTIAL
19,ST. PAULS ROAD,ARTICLAVE,278295,433883,BT51 4UN,RESIDENTIAL
558,FAIRVIEW PARK,ARTICLAVE,278297,433799,BT51 4UJ,RESIDENTIAL
572,FAIRVIEW PARK,ARTICLAVE,278298,433863,BT51 4UJ,RESIDENTIAL
22,MUSSENDEN GARDENS,ARTICLAVE,278299,434147,BT51 4UZ,RESIDENTIAL
568,FAIRVIEW PARK,ARTICLAVE,278300,433834,BT51 4UJ,RESIDENTIAL
557,FAIRVIEW PARK,ARTICLAVE,278301,433803,BT51 4UJ,RESIDENTIAL
571,FAIRVIEW PARK,ARTICLAVE,278302,433858,BT51 4UJ,RESIDENTIAL
24,MUSSENDEN GARDENS,ARTICLAVE,278303,434152,BT51 4UZ,RESIDENTIAL
569,FAIRVIEW PARK,ARTICLAVE,278305,433838,BT51 4UJ,RESIDENTIAL
556,FAIRVIEW PARK,ARTICLAVE,278309,433809,BT51 4UJ,RESIDENTIAL
555,FAIRVIEW PARK,ARTICLAVE,278313,433813,BT51 4UJ,RESIDENTIAL
570,FAIRVIEW PARK,ARTICLAVE,278313,433845,BT51 4UJ,RESIDENTIAL
908,ROCKMOUNT GARDENS,ARTICLAVE,278316,433923,BT51 4UU,RESIDENTIAL
554,FAIRVIEW PARK,ARTICLAVE,278318,433818,BT51 4UJ,RESIDENTIAL
553,FAIRVIEW PARK,ARTICLAVE,278323,433822,BT51 4UJ,RESIDENTIAL
909,ROCKMOUNT GARDENS,ARTICLAVE,278324,433928,BT51 4UU,RESIDENTIAL
38,BALLYWOOLEN ROAD,CASTLEROCK,278325,434983,BT51 4XF,RESIDENTIAL
910,ROCKMOUNT GARDENS,ARTICLAVE,278331,433947,BT51 4UU,RESIDENTIAL
552,FAIRVIEW PARK,ARTICLAVE,278336,433835,BT51 4UJ,RESIDENTIAL
911,ROCKMOUNT GARDENS,ARTICLAVE,278338,433951,BT51 4UU,RESIDENTIAL
551,FAIRVIEW PARK,ARTICLAVE,278341,433832,BT51 4UJ,RESIDENTIAL
959,ROCKMOUNT GARDENS,ARTICLAVE,278343,433899,BT51 4UU,RESIDENTIAL
912,ROCKMOUNT GARDENS,ARTICLAVE,278344,433965,BT51 4UU,RESIDENTIAL
958,ROCKMOUNT GARDENS,ARTICLAVE,278347,433904,BT51 4UU,RESIDENTIAL
957,ROCKMOUNT GARDENS,ARTICLAVE,278350,433910,BT51 4UU,RESIDENTIAL
913,ROCKMOUNT GARDENS,ARTICLAVE,278351,433969,BT51 4UU,RESIDENTIAL
956,ROCKMOUNT GARDENS,ARTICLAVE,278353,433916,BT51 4UU,RESIDENTIAL
955,ROCKMOUNT GARDENS,ARTICLAVE,278357,433921,BT51 4UU,RESIDENTIAL
39,BALLYWOOLEN ROAD,CASTLEROCK,278359,434981,BT51 4XF,RESIDENTIAL
378,CHURCH TERRACE,COLERAINE,278360,433886,BT51 4UG,RESIDENTIAL
954,ROCKMOUNT GARDENS,ARTICLAVE,278360,433925,BT51 4UU,RESIDENTIAL
953,ROCKMOUNT GARDENS,ARTICLAVE,278364,433932,BT51 4UU,RESIDENTIAL
379,CHURCH TERRACE,COLERAINE,278365,433885,BT51 4UG,RESIDENTIAL
