BUILDING,ROAD,TOWN,X_COR,Y_COR,POSTCODE,USE
22,TEMPLE PARK,CASTLEROCK,276941,435664,BT51 4TE,RESIDENTIAL
39,SEAPARK,CASTLEROCK,276941,436003,BT51 4TH,RESIDENTIAL
30,TEMPLE PARK,CASTLEROCK,276942,435694,BT51 4TE,RESIDENTIAL
28,TEMPLE PARK,CASTLEROCK,276943,435689,BT51 4TE,RESIDENTIAL
41,SEAPARK,CASTLEROCK,276945,435982,BT51 4TH,RESIDENTIAL
16,NORWELL PARK,CASTLEROCK,276948,435829,BT51 4TS,RESIDENTIAL
88,FREEHALL ROAD,CASTLEROCK,276949,435584,BT51 4RL,RESIDENTIAL
51,SEAPARK,CASTLEROCK,276949,435935,BT51 4TH,RESIDENTIAL
33,SEAPARK,CASTLEROCK,276949,436069,BT51 4TH,RESIDENTIAL
7,WARKE PLACE,CASTLEROCK,276953,436128,BT51 4TF,RESIDENTIAL
20,TEMPLE PARK,CASTLEROCK,276956,435660,BT51 4TE,RESIDENTIAL
86,FREEHALL ROAD,CASTLEROCK,276957,435587,BT51 4RL,RESIDENTIAL
12,WARKE PLACE,CASTLEROCK,276957,436157,BT51 4TF,RESIDENTIAL
43,SEAPARK,CASTLEROCK,276958,435961,BT51 4TH,RESIDENTIAL
18,TEMPLE PARK,CASTLEROCK,276959,435652,BT51 4TE,RESIDENTIAL
6,WARKE PLACE,CASTLEROCK,276962,436131,BT51 4TF,RESIDENTIAL
1,TEMPLE PARK,CASTLEROCK,276966,435709,BT51 4TE,RESIDENTIAL
13,WARKE PLACE,CASTLEROCK,276966,436160,BT51 4TF,RESIDENTIAL
84,FREEHALL ROAD,CASTLEROCK,276969,435592,BT51 4RL,RESIDENTIAL
14,NORWELL PARK,CASTLEROCK,276969,435832,BT51 4TS,RESIDENTIAL
0,FREEHALL PARK,CASTLEROCK,276970,435787,BT51 4UT,UNKNOWN
101,MUSSENDEN ROAD,CASTLEROCK,276971,434869,BT51 4RW,RESIDENTIAL
31,SEAPARK,CASTLEROCK,276971,436080,BT51 4TH,RESIDENTIAL
3,TEMPLE PARK,CASTLEROCK,276972,435712,BT51 4TE,RESIDENTIAL
22,SEAPARK,CASTLEROCK,276972,435905,BT51 4TH,RESIDENTIAL
10,SEAPARK,CASTLEROCK,276972,436031,BT51 4TH,RESIDENTIAL
49,SEAPARK,CASTLEROCK,276973,435941,BT51 4TH,RESIDENTIAL
12,SEAPARK,CASTLEROCK,276975,436012,BT51 4TH,RESIDENTIAL
82,FREEHALL ROAD,CASTLEROCK,276977,435596,BT51 4RL,RESIDENTIAL
5,TEMPLE PARK,CASTLEROCK,276978,435714,BT51 4TE,RESIDENTIAL
7,NORWELL PARK,CASTLEROCK,276978,435876,BT51 4TS,RESIDENTIAL
5,WARKE PLACE,CASTLEROCK,276979,436135,BT51 4TF,RESIDENTIAL
16,TEMPLE PARK,CASTLEROCK,276980,435656,BT51 4TE,RESIDENTIAL
29,SEAPARK,CASTLEROCK,276981,436102,BT51 4TH,RESIDENTIAL
14,TEMPLE PARK,CASTLEROCK,276982,435648,BT51 4TE,RESIDENTIAL
14,SEAPARK,CASTLEROCK,276983,435994,BT51 4TH,RESIDENTIAL
16,SEAPARK,CASTLEROCK,276985,435970,BT51 4TH,RESIDENTIAL
12,NORWELL PARK,CASTLEROCK,276986,435837,BT51 4TS,RESIDENTIAL
4,WARKE PLACE,CASTLEROCK,276988,436138,BT51 4TF,RESIDENTIAL
20,SEAPARK,CASTLEROCK,276990,435909,BT51 4TH,RESIDENTIAL
47,SEAPARK,CASTLEROCK,276991,435944,BT51 4TH,RESIDENTIAL
78,FREEHALL ROAD,CASTLEROCK,276992,435617,BT51 4RL,UNKNOWN
5,NORWELL PARK,CASTLEROCK,276994,435879,BT51 4TS,RESIDENTIAL
12,TEMPLE PARK,CASTLEROCK,276996,435663,BT51 4TE,RESIDENTIAL
8,SEAPARK,CASTLEROCK,276996,436039,BT51 4TH,RESIDENTIAL
76,FREEHALL ROAD,CASTLEROCK,276998,435617,BT51 4RL,RESIDENTIAL
80,FREEHALL ROAD,CASTLEROCK,276999,435587,BT51 4RL,RESIDENTIAL
27,SEAPARK,CASTLEROCK,277000,436107,BT51 4TH,RESIDENTIAL
10,TEMPLE PARK,CASTLEROCK,277001,435664,BT51 4TE,RESIDENTIAL
6,SEAPARK,CASTLEROCK,277003,436018,BT51 4TH,RESIDENTIAL
3,WARKE PLACE,CASTLEROCK,277004,436140,BT51 4TF,RESIDENTIAL
10,NORWELL PARK,CASTLEROCK,277005,435842,BT51 4TS,RESIDENTIAL
8,TEMPLE PARK,CASTLEROCK,277006,435665,BT51 4TE,RESIDENTIAL
2,SEAPARK,CASTLEROCK,277006,435981,BT51 4TH,RESIDENTIAL
4,SEAPARK,CASTLEROCK,277006,436004,BT51 4TH,RESIDENTIAL
18,SEAPARK,CASTLEROCK,277010,435913,BT51 4TH,RESIDENTIAL
6,TEMPLE PARK,CASTLEROCK,277011,435667,BT51 4TE,RESIDENTIAL
3,NORWELL PARK,CASTLEROCK,277013,435888,BT51 4TS,RESIDENTIAL
45,SEAPARK,CASTLEROCK,277014,435949,BT51 4TH,RESIDENTIAL
4,TEMPLE PARK,CASTLEROCK,277016,435668,BT51 4TE,RESIDENTIAL
17,SEAPARK,CASTLEROCK,277019,436070,BT51 4TH,RESIDENTIAL
2,TEMPLE PARK,CASTLEROCK,277020,435670,BT51 4TE,RESIDENTIAL
8,NORWELL PARK,CASTLEROCK,277022,435850,BT51 4TS,RESIDENTIAL
25,SEAPARK,CASTLEROCK,277022,436118,BT51 4TH,RESIDENTIAL
15,SEAPARK,CASTLEROCK,277026,436050,BT51 4TH,RESIDENTIAL
13,SEAPARK,CASTLEROCK,277034,436029,BT51 4TH,RESIDENTIAL
23,SEAPARK,CASTLEROCK,277038,436117,BT51 4TH,RESIDENTIAL
11,SEAPARK,CASTLEROCK,277040,436014,BT51 4TH,RESIDENTIAL
6,NORWELL PARK,CASTLEROCK,277042,435855,BT51 4TS,RESIDENTIAL
3,SEAPARK,CASTLEROCK,277043,435941,BT51 4TH,RESIDENTIAL
1,SEAPARK,CASTLEROCK,277045,435920,BT51 4TH,RESIDENTIAL
9,SEAPARK,CASTLEROCK,277046,435997,BT51 4TH,RESIDENTIAL
5,SEAPARK,CASTLEROCK,277047,435960,BT51 4TH,RESIDENTIAL
7,SEAPARK,CASTLEROCK,277048,435982,BT51 4TH,RESIDENTIAL
1,NORWELL PARK,CASTLEROCK,277050,435894,BT51 4TS,RESIDENTIAL
5,CASTLE PARK,CASTLEROCK,277170,435877,BT51 4TD,RESIDENTIAL
18,CASTLEWALK,CASTLEROCK,277171,435923,BT51 4TP,RESIDENTIAL
24,BELVEDERE PARK,CASTLEROCK,277173,435548,BT51 4XW,RESIDENTIAL
43,BELVEDERE PARK,CASTLEROCK,277173,435596,BT51 4XW,RESIDENTIAL
11,MAIN STREET,CASTLEROCK,277174,436210,BT51 4RF,RESIDENTIAL
3,CASTLE PARK,CASTLEROCK,277178,435887,BT51 4TD,RESIDENTIAL
9,MAIN STREET,CASTLEROCK,277181,436207,BT51 4RF,RESIDENTIAL
22,BELVEDERE PARK,CASTLEROCK,277183,435568,BT51 4XW,RESIDENTIAL
1,CASTLE PARK,CASTLEROCK,277183,435895,BT51 4TD,RESIDENTIAL
30,BELVEDERE PARK,CASTLEROCK,277190,435499,BT51 4XW,RESIDENTIAL
41,BELVEDERE PARK,CASTLEROCK,277194,435594,BT51 4XW,RESIDENTIAL
16,CASTLEWALK,CASTLEROCK,277194,435909,BT51 4TP,RESIDENTIAL
28,BELVEDERE PARK,CASTLEROCK,277196,435521,BT51 4XW,RESIDENTIAL
26,BELVEDERE PARK,CASTLEROCK,277197,435537,BT51 4XW,RESIDENTIAL
27,BELVEDERE PARK,CASTLEROCK,277204,435654,BT51 4XW,RESIDENTIAL
12,BELVEDERE PARK,CASTLEROCK,277206,435495,BT51 4XW,RESIDENTIAL
0,CASTLEWALK,CASTLEROCK,277206,435805,BT51 4TP,RESIDENTIAL
20,BELVEDERE PARK,CASTLEROCK,277208,435558,BT51 4XW,RESIDENTIAL
39,BELVEDERE PARK,CASTLEROCK,277214,435591,BT51 4XW,RESIDENTIAL
105,SEA ROAD,CASTLEROCK,277216,435021,BT51 4TW,RESIDENTIAL
14,BELVEDERE PARK,CASTLEROCK,277218,435515,BT51 4XW,RESIDENTIAL
25,BELVEDERE PARK,CASTLEROCK,277219,435657,BT51 4XW,RESIDENTIAL
10,BELVEDERE PARK,CASTLEROCK,277223,435479,BT51 4XW,COMMERCIAL
16,BELVEDERE PARK,CASTLEROCK,277224,435535,BT51 4XW,RESIDENTIAL
18,BELVEDERE PARK,CASTLEROCK,277228,435555,BT51 4XW,RESIDENTIAL
37,BELVEDERE PARK,CASTLEROCK,277230,435590,BT51 4XW,RESIDENTIAL
21,BELVEDERE PARK,CASTLEROCK,277240,435673,BT51 4XW,RESIDENTIAL
23,BELVEDERE PARK,CASTLEROCK,277241,435648,BT51 4XW,RESIDENTIAL
8,BELVEDERE PARK,CASTLEROCK,277242,435473,BT51 4XW,RESIDENTIAL
10,CASTLEWALK,CASTLEROCK,277253,435830,BT51 4TP,RESIDENTIAL
52,DUNBOE ROAD,COLERAINE,277256,433294,BT51 4JR,UNKNOWN
6,BELVEDERE PARK,CASTLEROCK,277256,435486,BT51 4XW,RESIDENTIAL
4,BELVEDERE PARK,CASTLEROCK,277256,435514,BT51 4XW,RESIDENTIAL
19,BELVEDERE PARK,CASTLEROCK,277256,435687,BT51 4XW,RESIDENTIAL
54,DUNBOE ROAD,COLERAINE,277258,433290,BT51 4JR,UNKNOWN
3,BELVEDERE PARK,CASTLEROCK,277263,435551,BT51 4XW,RESIDENTIAL
7,BELVEDERE PARK,CASTLEROCK,277266,435609,BT51 4XW,UNKNOWN
5,BELVEDERE PARK,CASTLEROCK,277267,435577,BT51 4XW,RESIDENTIAL
106,SEA ROAD,CASTLEROCK,277273,434902,BT51 4TW,RESIDENTIAL
11,BELVEDERE PARK,CASTLEROCK,277273,435637,BT51 4XW,RESIDENTIAL
8,CASTLEWALK,CASTLEROCK,277274,435817,BT51 4TP,RESIDENTIAL
13,BELVEDERE PARK,CASTLEROCK,277277,435655,BT51 4XW,RESIDENTIAL
17,BELVEDERE PARK,CASTLEROCK,277277,435694,BT51 4XW,RESIDENTIAL
15,BELVEDERE PARK,CASTLEROCK,277279,435672,BT51 4XW,RESIDENTIAL
4,CASTLEWALK,CASTLEROCK,277280,435769,BT51 4TP,RESIDENTIAL
120,MUSSENDEN ROAD,CASTLEROCK,277292,434860,BT51 4TX,RESIDENTIAL
71,SEA ROAD,CASTLEROCK,277296,435595,BT51 4TW,RESIDENTIAL
69,SEA ROAD,CASTLEROCK,277298,435616,BT51 4TW,COMMERCIAL
67,SEA ROAD,CASTLEROCK,277299,435633,BT51 4TW,RESIDENTIAL
98,SEA ROAD,CASTLEROCK,277300,435062,BT51 4TW,RESIDENTIAL
2,CASTLEWALK,CASTLEROCK,277305,435804,BT51 4TP,RESIDENTIAL
96,SEA ROAD,CASTLEROCK,277308,435083,BT51 4TW,RESIDENTIAL
94,SEA ROAD,CASTLEROCK,277309,435092,BT51 4TW,RESIDENTIAL
4,STABLE LANE,CASTLEROCK,277312,436010,BT51 4HD,RESIDENTIAL
121,MUSSENDEN ROAD,CASTLEROCK,277318,434816,BT51 4TX,RESIDENTIAL
57,SEA ROAD,CASTLEROCK,277319,435718,BT51 4TW,RESIDENTIAL
55,SEA ROAD,CASTLEROCK,277324,435733,BT51 4TW,RESIDENTIAL
53,SEA ROAD,CASTLEROCK,277329,435757,BT51 4TW,RESIDENTIAL
78,SEA ROAD,CASTLEROCK,277330,435448,BT51 4TW,RESIDENTIAL
5,KNOCKNOUGHER ROAD,COLERAINE,277332,431992,BT51 4JZ,RESIDENTIAL
76,SEA ROAD,CASTLEROCK,277334,435479,BT51 4TW,RESIDENTIAL
51,SEA ROAD,CASTLEROCK,277334,435779,BT51 4TW,RESIDENTIAL
49,SEA ROAD,CASTLEROCK,277335,435800,BT51 4TW,RESIDENTIAL
80,SEA ROAD,CASTLEROCK,277338,435418,BT51 4TW,RESIDENTIAL
74,SEA ROAD,CASTLEROCK,277340,435508,BT51 4TW,RESIDENTIAL
173,MUSSENDEN ROAD,ARTICLAVE,277341,434202,BT51 4TX,RESIDENTIAL
45,SEA ROAD,CASTLEROCK,277342,435826,BT51 4TW,RESIDENTIAL
47,SEA ROAD,CASTLEROCK,277343,435820,BT51 4TW,RESIDENTIAL
0,SEA ROAD,CASTLEROCK,277345,436021,BT51 4TL,UNKNOWN
0,SEA ROAD,CASTLEROCK,277346,435862,BT51 4TN,RESIDENTIAL
43,SEA ROAD,CASTLEROCK,277349,435873,BT51 4TN,RESIDENTIAL
41,SEA ROAD,CASTLEROCK,277349,435879,BT51 4TN,RESIDENTIAL
39,SEA ROAD,CASTLEROCK,277350,435885,BT51 4TN,RESIDENTIAL
68,SEA ROAD,CASTLEROCK,277352,435600,BT51 4TW,RESIDENTIAL
37,SEA ROAD,CASTLEROCK,277352,435891,BT51 4TN,RESIDENTIAL
35,SEA ROAD,CASTLEROCK,277352,435897,BT51 4TN,RESIDENTIAL
33,SEA ROAD,CASTLEROCK,277353,435903,BT51 4TN,UNKNOWN
29,SEA ROAD,CASTLEROCK,277353,435916,BT51 4TN,COMMERCIAL
29,SEA ROAD,CASTLEROCK,277353,435916,BT51 4TN,COMMERCIAL
23,SEA ROAD,CASTLEROCK,277353,435942,BT51 4TN,RESIDENTIAL
27,SEA ROAD,CASTLEROCK,277355,435927,BT51 4TN,RESIDENTIAL
66,SEA ROAD,CASTLEROCK,277356,435624,BT51 4TW,RESIDENTIAL
64,SEA ROAD,CASTLEROCK,277357,435645,BT51 4TW,RESIDENTIAL
25,SEA ROAD,CASTLEROCK,277357,435933,BT51 4TN,RESIDENTIAL
21,SEA ROAD,CASTLEROCK,277358,435948,BT51 4TN,RESIDENTIAL
9,LIFFOCK COURT,CASTLEROCK,277359,435448,BT51 4DQ,RESIDENTIAL
62,SEA ROAD,CASTLEROCK,277359,435663,BT51 4TW,RESIDENTIAL
7,LIFFOCK COURT,CASTLEROCK,277360,435465,BT51 4DQ,RESIDENTIAL
60,SEA ROAD,CASTLEROCK,277361,435680,BT51 4TW,RESIDENTIAL
5,LIFFOCK COURT,CASTLEROCK,277364,435491,BT51 4DQ,RESIDENTIAL
46,SEA ROAD,CASTLEROCK,277368,435818,BT51 4TW,RESIDENTIAL
3,LIFFOCK COURT,CASTLEROCK,277369,435514,BT51 4DQ,RESIDENTIAL
1,LIFFOCK COURT,CASTLEROCK,277374,435534,BT51 4DQ,RESIDENTIAL
58,SEA ROAD,CASTLEROCK,277377,435713,BT51 4TW,RESIDENTIAL
48,SEA ROAD,CASTLEROCK,277379,435810,BT51 4TW,RESIDENTIAL
11,LIFFOCK COURT,CASTLEROCK,277381,435429,BT51 4DQ,RESIDENTIAL
50,SEA ROAD,CASTLEROCK,277382,435790,BT51 4TW,RESIDENTIAL
40,SEA ROAD,CASTLEROCK,277382,435851,BT51 4TN,RESIDENTIAL
42,SEA ROAD,CASTLEROCK,277383,435821,BT51 4TN,RESIDENTIAL
38,SEA ROAD,CASTLEROCK,277384,435870,BT51 4TN,RESIDENTIAL
4,LIFFOCK CRESCENT,CASTLEROCK,277386,435592,BT51 4TG,RESIDENTIAL
6,LIFFOCK CRESCENT,CASTLEROCK,277386,435610,BT51 4TG,RESIDENTIAL
36,SEA ROAD,CASTLEROCK,277387,435886,BT51 4TN,RESIDENTIAL
8,LIFFOCK CRESCENT,CASTLEROCK,277388,435633,BT51 4TG,RESIDENTIAL
0,SEA ROAD,CASTLEROCK,277388,435819,BT51 4TN,UNKNOWN
30,SEA ROAD,CASTLEROCK,277390,435918,BT51 4TN,RESIDENTIAL
26,SEA ROAD,CASTLEROCK,277390,435932,BT51 4TN,COMMERCIAL
63,SCONCE ROAD,ARTICLAVE,277392,431828,BT51 4JU,RESIDENTIAL
28,SEA ROAD,CASTLEROCK,277392,435925,BT51 4TN,RESIDENTIAL
13,LIFFOCK COURT,CASTLEROCK,277399,435418,BT51 4DQ,RESIDENTIAL
8,LIFFOCK COURT,CASTLEROCK,277399,435473,BT51 4DQ,RESIDENTIAL
16,SEA ROAD,CASTLEROCK,277400,436012,BT51 4TL,UNKNOWN
61,SCONCE ROAD,ARTICLAVE,277401,431896,BT51 4JU,RESIDENTIAL
6,LIFFOCK COURT,CASTLEROCK,277401,435491,BT51 4DQ,RESIDENTIAL
12,SEA ROAD,CASTLEROCK,277401,436032,BT51 4TL,RESIDENTIAL
10,LIFFOCK CRESCENT,CASTLEROCK,277402,435644,BT51 4TG,RESIDENTIAL
10,SEA ROAD,CASTLEROCK,277402,436039,BT51 4TL,RESIDENTIAL
10,SEA ROAD,CASTLEROCK,277402,436039,BT51 4TL,RESIDENTIAL
8,SEA ROAD,CASTLEROCK,277404,436056,BT51 4RE,COMMERCIAL
4,LIFFOCK COURT,CASTLEROCK,277407,435511,BT51 4DQ,RESIDENTIAL
2,LIFFOCK COURT,CASTLEROCK,277408,435532,BT51 4DQ,RESIDENTIAL
6,SEA ROAD,CASTLEROCK,277408,436093,BT51 4RE,COMMERCIAL
20,SEA ROAD,CASTLEROCK,277409,435908,BT51 4TN,RESIDENTIAL
0,SEA ROAD,CASTLEROCK,277411,435900,BT51 4TN,RESIDENTIAL
1,CIRCULAR ROAD,CASTLEROCK,277411,435983,BT51 4XA,RESIDENTIAL
10,LIFFOCK COURT,CASTLEROCK,277412,435454,BT51 4DQ,RESIDENTIAL
133,MUSSENDEN ROAD,CASTLEROCK,277416,434754,BT51 4TX,RESIDENTIAL
12,LIFFOCK CRESCENT,CASTLEROCK,277419,435657,BT51 4TG,RESIDENTIAL
135,MUSSENDEN ROAD,CASTLEROCK,277422,434751,BT51 4TX,RESIDENTIAL
15,LIFFOCK COURT,CASTLEROCK,277422,435403,BT51 4DQ,RESIDENTIAL
3,LIFFOCK CRESCENT,CASTLEROCK,277422,435593,BT51 4TG,RESIDENTIAL
5,LIFFOCK CRESCENT,CASTLEROCK,277422,435615,BT51 4TG,RESIDENTIAL
7,LIFFOCK AVENUE,CASTLEROCK,277427,435493,BT51 4DF,RESIDENTIAL
12,LIFFOCK COURT,CASTLEROCK,277429,435446,BT51 4DQ,RESIDENTIAL
1,LIFFOCK PARK,CASTLEROCK,277429,435570,BT51 4DG,RESIDENTIAL
14,LIFFOCK CRESCENT,CASTLEROCK,277435,435654,BT51 4TG,RESIDENTIAL
9,LIFFOCK AVENUE,CASTLEROCK,277436,435468,BT51 4DF,RESIDENTIAL
4,PROMENADE,CASTLEROCK,277437,436120,BT51 4RE,UNKNOWN
17,LIFFOCK COURT,CASTLEROCK,277440,435391,BT51 4DQ,RESIDENTIAL
6,CIRCULAR ROAD,CASTLEROCK,277440,436023,BT51 4XA,RESIDENTIAL
7,LIFFOCK CRESCENT,CASTLEROCK,277441,435612,BT51 4TG,RESIDENTIAL
14,LIFFOCK COURT,CASTLEROCK,277443,435437,BT51 4DQ,RESIDENTIAL
71,CIRCULAR ROAD,CASTLEROCK,277444,436061,BT51 4TJ,RESIDENTIAL
5,LIFFOCK AVENUE,CASTLEROCK,277446,435511,BT51 4DF,RESIDENTIAL
5,CIRCULAR ROAD,CASTLEROCK,277448,435969,BT51 4XA,RESIDENTIAL
16,LIFFOCK CRESCENT,CASTLEROCK,277452,435649,BT51 4TG,RESIDENTIAL
11,LIFFOCK AVENUE,CASTLEROCK,277454,435461,BT51 4DF,RESIDENTIAL
6,LIFFOCK PARK,CASTLEROCK,277455,435579,BT51 4DG,RESIDENTIAL
8,CIRCULAR ROAD,CASTLEROCK,277455,436009,BT51 4XA,MIXED
18,LIFFOCK COURT,CASTLEROCK,277457,435409,BT51 4DQ,RESIDENTIAL
9,LIFFOCK CRESCENT,CASTLEROCK,277458,435608,BT51 4TG,RESIDENTIAL
16,LIFFOCK COURT,CASTLEROCK,277462,435425,BT51 4DQ,RESIDENTIAL
7,CIRCULAR ROAD,CASTLEROCK,277463,435962,BT51 4XA,RESIDENTIAL
3,LIFFOCK AVENUE,CASTLEROCK,277464,435494,BT51 4DF,RESIDENTIAL
18,LIFFOCK CRESCENT,CASTLEROCK,277467,435646,BT51 4TG,RESIDENTIAL
13,LIFFOCK AVENUE,CASTLEROCK,277469,435451,BT51 4DF,RESIDENTIAL
25,LIFFOCK AVENUE,CASTLEROCK,277470,435386,BT51 4DF,RESIDENTIAL
11,LIFFOCK CRESCENT,CASTLEROCK,277474,435602,BT51 4TG,RESIDENTIAL
9,CIRCULAR ROAD,CASTLEROCK,277474,435952,BT51 4XA,RESIDENTIAL
1,LIFFOCK AVENUE,CASTLEROCK,277477,435515,BT51 4DF,RESIDENTIAL
27,LIFFOCK AVENUE,CASTLEROCK,277478,435368,BT51 4DF,RESIDENTIAL
8,LIFFOCK PARK,CASTLEROCK,277480,435575,BT51 4DG,RESIDENTIAL
10,CIRCULAR ROAD,CASTLEROCK,277480,435996,BT51 4XA,RESIDENTIAL
23,LIFFOCK AVENUE,CASTLEROCK,277482,435402,BT51 4DF,RESIDENTIAL
15,LIFFOCK AVENUE,CASTLEROCK,277483,435444,BT51 4DF,RESIDENTIAL
24,SEA ROAD,CASTLEROCK,277486,435832,BT51 4TN,COMMERCIAL
20,LIFFOCK CRESCENT,CASTLEROCK,277487,435642,BT51 4TG,RESIDENTIAL
11,CIRCULAR ROAD,CASTLEROCK,277488,435942,BT51 4XA,RESIDENTIAL
29,LIFFOCK AVENUE,CASTLEROCK,277493,435355,BT51 4DF,RESIDENTIAL
21,LIFFOCK AVENUE,CASTLEROCK,277493,435418,BT51 4DF,RESIDENTIAL
13,LIFFOCK CRESCENT,CASTLEROCK,277493,435594,BT51 4TG,RESIDENTIAL
6,LIFFOCK AVENUE,CASTLEROCK,277494,435474,BT51 4DF,RESIDENTIAL
147,MUSSENDEN ROAD,CASTLEROCK,277500,434679,BT51 4TX,RESIDENTIAL
15,LIFFOCK CRESCENT,CASTLEROCK,277502,435611,BT51 4TG,RESIDENTIAL
17,LIFFOCK AVENUE,CASTLEROCK,277504,435434,BT51 4DF,RESIDENTIAL
4,LIFFOCK AVENUE,CASTLEROCK,277504,435494,BT51 4DF,RESIDENTIAL
10,LIFFOCK PARK,CASTLEROCK,277505,435565,BT51 4DG,RESIDENTIAL
22,LIFFOCK CRESCENT,CASTLEROCK,277507,435634,BT51 4TG,RESIDENTIAL
13,CIRCULAR ROAD,CASTLEROCK,277507,435936,BT51 4XA,RESIDENTIAL
31,LIFFOCK AVENUE,CASTLEROCK,277509,435347,BT51 4DF,RESIDENTIAL
12,CIRCULAR ROAD,CASTLEROCK,277509,435977,BT51 4XA,RESIDENTIAL
49,LIFFOCK AVENUE,CASTLEROCK,277511,435384,BT51 4DF,RESIDENTIAL
65,CIRCULAR ROAD,CASTLEROCK,277514,436083,BT51 4TJ,COMMERCIAL
14,CIRCULAR ROAD,CASTLEROCK,277515,435971,BT51 4XA,RESIDENTIAL
12,LIFFOCK PARK,CASTLEROCK,277516,435582,BT51 4DG,RESIDENTIAL
2,LIFFOCK AVENUE,CASTLEROCK,277518,435516,BT51 4DF,RESIDENTIAL
151,MUSSENDEN ROAD,CASTLEROCK,277519,434669,BT51 4TX,RESIDENTIAL
8,LIFFOCK AVENUE,CASTLEROCK,277520,435463,BT51 4DF,RESIDENTIAL
15,CIRCULAR ROAD,CASTLEROCK,277520,435905,BT51 4XA,RESIDENTIAL
33,LIFFOCK AVENUE,CASTLEROCK,277522,435337,BT51 4DF,RESIDENTIAL
14,LIFFOCK PARK,CASTLEROCK,277523,435601,BT51 4DG,RESIDENTIAL
153,MUSSENDEN ROAD,CASTLEROCK,277524,434662,BT51 4TX,RESIDENTIAL
9,LIFFOCK PARK,CASTLEROCK,277525,435529,BT51 4DG,RESIDENTIAL
17,CIRCULAR ROAD,CASTLEROCK,277527,435895,BT51 4XA,RESIDENTIAL
47,LIFFOCK AVENUE,CASTLEROCK,277528,435376,BT51 4DF,RESIDENTIAL
51,LIFFOCK AVENUE,CASTLEROCK,277528,435405,BT51 4DF,RESIDENTIAL
16,CIRCULAR ROAD,CASTLEROCK,277528,435955,BT51 4XA,RESIDENTIAL
16,LIFFOCK PARK,CASTLEROCK,277531,435617,BT51 4DG,RESIDENTIAL
35,LIFFOCK AVENUE,CASTLEROCK,277534,435329,BT51 4DF,RESIDENTIAL
11,LIFFOCK PARK,CASTLEROCK,277535,435546,BT51 4DG,RESIDENTIAL
10,LIFFOCK AVENUE,CASTLEROCK,277536,435490,BT51 4DF,RESIDENTIAL
45,LIFFOCK AVENUE,CASTLEROCK,277539,435365,BT51 4DF,RESIDENTIAL
53,LIFFOCK AVENUE,CASTLEROCK,277539,435419,BT51 4DF,RESIDENTIAL
18,CIRCULAR ROAD,CASTLEROCK,277542,435936,BT51 4XA,RESIDENTIAL
13,LIFFOCK PARK,CASTLEROCK,277543,435559,BT51 4DG,RESIDENTIAL
19,CIRCULAR ROAD,CASTLEROCK,277546,435871,BT51 4XA,RESIDENTIAL
37,LIFFOCK AVENUE,CASTLEROCK,277547,435315,BT51 4DF,RESIDENTIAL
48,LIFFOCK AVENUE,CASTLEROCK,277548,435436,BT51 4DF,RESIDENTIAL
43,LIFFOCK AVENUE,CASTLEROCK,277551,435360,BT51 4DF,RESIDENTIAL
15,LIFFOCK PARK,CASTLEROCK,277552,435577,BT51 4DG,RESIDENTIAL
18,LIFFOCK PARK,CASTLEROCK,277554,435609,BT51 4DG,RESIDENTIAL
36,LIFFOCK AVENUE,CASTLEROCK,277555,435384,BT51 4DF,RESIDENTIAL
46,LIFFOCK AVENUE,CASTLEROCK,277556,435455,BT51 4DF,RESIDENTIAL
12,LIFFOCK AVENUE,CASTLEROCK,277556,435495,BT51 4DF,RESIDENTIAL
20,CIRCULAR ROAD,CASTLEROCK,277561,435912,BT51 4XA,RESIDENTIAL
21,LIFFOCK PARK,CASTLEROCK,277562,435516,BT51 4DG,RESIDENTIAL
19,LIFFOCK PARK,CASTLEROCK,277562,435537,BT51 4DG,RESIDENTIAL
38,LIFFOCK AVENUE,CASTLEROCK,277566,435406,BT51 4DF,RESIDENTIAL
14,LIFFOCK AVENUE,CASTLEROCK,277569,435486,BT51 4DF,RESIDENTIAL
39,LIFFOCK AVENUE,CASTLEROCK,277570,435326,BT51 4DF,RESIDENTIAL
20,LIFFOCK PARK,CASTLEROCK,277570,435603,BT51 4DG,RESIDENTIAL
21,CIRCULAR ROAD,CASTLEROCK,277570,435854,BT51 4XA,RESIDENTIAL
41,LIFFOCK AVENUE,CASTLEROCK,277571,435349,BT51 4DF,RESIDENTIAL
44,LIFFOCK AVENUE,CASTLEROCK,277572,435444,BT51 4DF,RESIDENTIAL
34,LIFFOCK AVENUE,CASTLEROCK,277575,435372,BT51 4DF,RESIDENTIAL
40,LIFFOCK AVENUE,CASTLEROCK,277575,435417,BT51 4DF,RESIDENTIAL
1,BALLYWOOLEN ROAD,CASTLEROCK,277576,434705,BT51 4TZ,COMMERCIAL
17,LIFFOCK PARK,CASTLEROCK,277578,435563,BT51 4DG,RESIDENTIAL
23,LIFFOCK PARK,CASTLEROCK,277579,435505,BT51 4DG,RESIDENTIAL
16,LIFFOCK AVENUE,CASTLEROCK,277580,435476,BT51 4DF,RESIDENTIAL
72,DUNBOE ROAD,COLERAINE,277582,432573,BT51 4JR,RESIDENTIAL
75,DUNBOE ROAD,COLERAINE,277583,432458,BT51 4JR,RESIDENTIAL
154,MUSSENDEN ROAD,CASTLEROCK,277583,434662,BT51 4TX,RESIDENTIAL
